block_id,k_i,s_i_star,alpha,pi_i_star,d_i_hat,sigma_BB_i_hat,n_i_uniform,n_i_uniform_ceil,n_i_bernoulli,n_i_bernoulli_ceil,status
0,5,2,0.05,0.03086999999999999,0.10155266504513269,0.11877413677226704,112.1201149008743,113,113.50027828481772,114,ok
1,5,2,0.05,0.03086999999999999,0.0984213538989651,0.08651118837620708,84.26280640135353,85,85.30005507101711,86,ok
